time,ins1000_lat,ins1000_lon,ins1000_alt,ins1000_roll,ins1000_pitch,ins1000_yaw,ins1000_ned_x,ins1000_ned_y,ins1000_ned_z,algo_pose_x,algo_pose_y,algo_pose_z,algo_roll,algo_pitch,algo_yaw,algo_vel_x,algo_vel_y,algo_vel_z,align_pose_x,align_pose_y,align_pose_z,align_roll,align_pitch,align_yaw,align_vel_x,align_vel_y,align_vel_z,algo_lat,algo_lon,algo_alt
1571030102.448,31.507697430000004,120.40175292000002,719.1307878245989,-0.3070910882912393,1.9978468492244208,-3.145947037331849,1.2263156592277666,-0.009499469767197455,-0.0015998819800138175,2.46157087853,0.0556903480204,0.0220783136828,0.8124277538373958,1.2319091759926317,-0.18032426710367477,1.5383052356416766,0.01571499606940002,0.056648156376797876,2.4212535640007276,0.05801548985474696,0.016406003702513817,-0.3070910882912393,-1.9978468492244212,3.974051033416525,1.6289581611266826,-0.06927656067261648,0.008645660191717799,31.507697793276325,120.40175295060793,12.556872324086726
1571030102.548,31.507698930000004,120.40175289000001,719.5261287032391,-0.30466385627889114,1.9521572620595022,-3.077044660069218,1.3926333367784696,-0.01234931190684041,-0.008499847296646657,2.62192802844,0.0571509119848,0.0247684956215,0.816759324495845,1.246014180823938,-0.24739422033747824,1.607339939998055,0.030526050788185127,0.05988749401953544,2.587512682793098,0.06326876354502767,0.02330596901914666,-0.30466385627889114,-1.9521572620595027,3.905148656153893,1.6946475845963134,-0.05824244733750047,0.012769939311493644,31.507699239558352,120.40175295963131,12.55956253875047
1571030102.647,31.50770049,120.40175284000001,719.9443878936846,-0.33716403817143165,1.9169988664331132,-3.0202110791099077,1.5656037211762839,-0.01709904724361272,-0.015799807452982928,2.79608515725,0.0599738204607,0.0293809546065,0.7857721918404589,1.2551712340857917,-0.3044917752115665,1.6680007683720441,0.04737962005689673,0.06882343589007628,2.760396355122964,0.07051788116281124,0.03060592917548293,-0.33716403817143165,-1.9169988664331137,3.848315075194583,1.7525676551056895,-0.04311123141307405,0.015328927013724973,31.50770081046537,120.40175295641444,12.564175040461123
1571030102.747,31.50770209,120.40175279000002,720.3511879282275,-0.4274857064511159,1.8918183598832037,-2.975800149643864,1.743009244296018,-0.021848783427502128,-0.02289976188998366,2.97482590515,0.0648247470503,0.0348095832826,0.6794647174693887,1.2141688557799093,-0.35525323994527164,1.7255682650802384,0.05087256358606426,0.07296025595822224,2.937714702935205,0.0778310990824583,0.037705883612483664,-0.42748570645111583,-1.891818359883204,3.803904145728539,1.8067974035474885,-0.04374780988677439,0.007131035280005216,31.50770242297155,120.40175293254845,12.569603716023266
1571030102.847,31.507703740000004,120.40175274,720.7121513391598,-0.5192980417818905,1.9240100785631822,-2.9316328478616307,1.9259586899135452,-0.026598518589134368,-0.029199709105902083,3.16068628526,0.0662689389067,0.0418978395335,0.603947615896233,1.0658854302387957,-0.39494396689995787,1.7923900028283624,0.03975206205373442,0.062350825692347435,3.12057639422598,0.08522444028542461,0.044005830828402086,-0.5192980417818905,-1.9240100785631824,3.7597368439463055,1.8619422458883743,-0.05004110138445089,3.3887879656837574e-05,31.5077040992381,120.40175294562425,12.576692026108503
1571030102.947,31.50770545,120.4017527,721.0960330618975,-0.5981851155259205,1.9223487110594122,-2.852745774117601,2.115560842796804,-0.03039830763220941,-0.0358996486965536,3.34067392029,0.0686032063755,0.0470212112289,0.5249870021314879,0.9993283021080704,-0.47318672608105533,1.8531663500203897,0.03355796944165512,0.06575523424924024,3.310103827169077,0.0917640837572353,0.05070577041905361,-0.5981851155259205,-1.9223487110594126,3.6808497702022756,1.9273870416172882,-0.05791585796736844,0.008146484006058712,31.507705722660592,120.40175294843779,12.581815457902849
1571030103.047,31.50770738,120.40175265,721.5601288759535,-0.6751462870180738,1.875402270122988,-2.727447617987276,2.3295562561132437,-0.03514804248902925,-0.04399957399918919,3.54408806404,0.0706024759286,0.054121673452,0.45607670339109013,0.9591261984243008,-0.5766661200416993,1.9109195757258233,0.025989256040423202,0.07065062839987629,3.524008243572405,0.09960612079078346,0.0588056957216892,-0.6751462870180738,-1.8754022701229882,3.555551614071951,1.9801108995305312,-0.06222196752731614,0.007370367522734989,31.50770755729833,120.4017529583416,12.588915990665555
1571030103.147,31.507709,120.40175263999998,721.9210922868859,-0.6617481373255664,1.8647705322665804,-2.624049540385613,2.5091793494614603,-0.036097991198661084,-0.050299504938053685,3.75076776208,0.0713903974756,0.0616195960458,0.45403744079894526,0.8660567795770174,-0.69300668053939,1.95131571901993,-0.012603450552508094,0.05951152245741391,3.703598846952578,0.10315199784427859,0.0651056266605537,-0.6617481373255663,-1.8647705322665808,3.4521535364702878,1.9999734781351635,-0.1041434840571079,0.0014182680936829794,31.50770942122674,120.40175298149266,12.596413993276656
1571030103.247,31.50771063,120.40175266,722.276326119867,-0.5695321399119502,1.9016132832768247,-2.542526451744211,2.6899112280501516,-0.03419809446607436,-0.05649943076026176,3.95085196495,0.0679240904272,0.0683270677769,0.5578533564579301,0.7173817466459045,-0.7940167038484944,1.9760091477420312,-0.027556033041124948,0.06132450422298896,3.8843393075511354,0.10386435197897506,0.07130555248276177,-0.5695321399119502,-1.9016132832768249,3.370630447828885,2.020607322046486,-0.12165153845728331,0.00484389131844684,31.507711225122836,120.40175304841942,12.603121548891068
1571030103.347,31.50771266,120.4017527,722.7633402457283,-0.4189855550932933,1.9397444214230963,-2.402666430382848,2.9149944886022205,-0.03039830545001332,-0.06499933128189417,4.15434639419,0.062248818593,0.0770526324468,0.6951370533470306,0.5489025760486773,-0.9180670829648517,2.029380624286283,-0.02502007452452756,0.05809874356508499,4.109453976296185,0.1033180067365088,0.07980545300439416,-0.4189855550932933,-1.9397444214230968,3.2307704264675223,2.0715513232615557,-0.12016241612466388,0.010309163127132565,31.50771305948421,120.40175313911617,12.611847205087543
1571030103.447,31.50771366,120.40175297999998,719.2854864292842,-0.3125986690651519,1.9080672085027754,-2.2515859819910395,3.0258729113007963,-0.003799788723845232,-0.00429927941620134,4.36009804289,0.0569770876698,0.0830577834002,0.7580821419052047,0.5136469293169678,-1.0519810459181587,2.0563390825273093,-0.018450277277368622,0.06060035151258898,4.220705237052965,0.07832475380330559,0.01910540113870134,-0.3125986690651518,-1.908067208502776,3.0796899780757143,2.108393279346712,-0.11972883660945732,-0.012560863416349433,31.50771491425367,120.40175322590875,12.61785245500505
1571030103.547,31.50771557,120.40175301999999,719.634990684314,-0.2535778741572482,1.9093868895665698,-2.1474807677041783,3.2376507546312565,4.2143522005488876e-10,-0.010399174986136739,4.57812861623,0.0531512234098,0.0870471662032,0.7847911064021262,0.5018293678792544,-1.1623126779884563,2.0754598289108457,-0.0007745159226320846,0.07081384275451966,4.43251587826029,0.077586110051869,0.025205296708636738,-0.25357787415724825,-1.90938688956657,2.975584763788852,2.1119521436607163,-0.10824634610935971,-0.007851206332551083,31.507716879942233,120.40175329935053,12.62184195034206
1571030103.647,31.50771748,120.40175305,719.9787653613926,-0.22915555246814964,1.9329349404218847,-2.0325330647969673,3.4494285994783787,0.0028498425570633312,-0.01639906298082283,4.78084470125,0.0482945238442,0.092007860216,0.7738374372275403,0.4650983307741695,-1.2700923977439778,2.082838445432972,-0.0011452531914711611,0.05572427461963696,4.644312791743781,0.07779731411495222,0.03120518470332283,-0.2291555524681497,-1.932934940421885,2.8606370608816416,2.125879423772779,-0.10397221456077264,-0.017530949171323314,31.507718707391252,120.40175338131273,12.626802755519748
1571030103.747,31.5077194,120.40175306999998,720.2881625707631,-0.2255138626885251,1.8644162567651792,-1.883366608421873,3.6623152283229436,0.004749735221959983,-0.021798943766151435,4.99124037327,0.0447024329545,0.0960090757446,0.684547652840208,0.5053192118558796,-1.4159164269841868,2.1043042997357766,0.00219436921042896,0.05664068170208585,4.857204644142055,0.07897439328529458,0.03660506548865143,-0.22551386268852516,-1.8644162567651796,2.7114706045065478,2.1466869249368528,-0.09773081891525966,-0.0125324913450245,31.507720604259173,120.4017534511323,12.630804093554616
1571030103.847,31.50772135,120.40175312,720.637666825793,-0.21092455792410847,1.7847358644067355,-1.7682085467634894,3.8785282111212744,0.009499470281271738,-0.027898817653188024,5.19769440232,0.0396994503609,0.0984613531116,0.5914564550038383,0.6227223612898504,-1.5220876446212246,2.119297081367021,-0.02342807953469679,0.058150763825267696,5.073463690814372,0.07735000230238037,0.04270493937568802,-0.21092455792410844,-1.7847358644067357,2.596312542848164,2.1596907953803153,-0.13535285503897765,-0.0071640060257688485,31.5077224653977,120.40175353520296,12.6332564977929
1571030103.946,31.50772331,120.40175319000001,720.97571192492,-0.12826003528733687,1.7172809811708454,-1.6751746929658717,4.095849978550216,0.016149100211727663,-0.03379868142642106,5.39358553424,0.0343809058131,0.0992851283711,0.49237629119248827,0.7257043838787365,-1.6132763169197775,2.1075524259632306,-0.010227407972019872,0.05470128676060014,5.290858864803466,0.07384193974550352,0.04860480314892106,-0.12826003528733687,-1.7172809811708456,2.5032786890505467,2.1781495940838305,-0.11847796566785558,-0.0134453502612802,31.507724231239486,120.40175362098809,12.634080399759114
1571030104.046,31.50772526,120.40175323000001,721.2621908224855,-0.17079454714248155,1.6480492810573493,-1.5152798351478147,4.3120629631504315,0.019948888492851258,-0.03879853724978899,5.58399491401,0.0330599278302,0.0953835791578,0.2632813185996562,0.9395485036818141,-1.777892935672628,2.0632259254813827,0.030823328776364373,0.058312380066591084,5.507104184040489,0.07316739634979133,0.053604658972288985,-0.17079454714248157,-1.6480492810573495,2.3433838312324893,2.15878733474244,-0.0867641516638888,-0.012950495808253904,31.507725948168247,120.40175366386164,12.630178978666663
1571030104.146,31.507727209999995,120.40175328000001,721.5601288759535,-0.2257364071064596,1.6016737631538314,-1.389923080978639,4.528275946535041,0.024698622977737505,-0.04399838565575109,5.75062042997,0.032940594714,0.0884053270116,-0.15215582856862803,1.1999782127500993,-1.9035016386601213,2.0060587060483632,0.010456625552710838,0.062075167897346864,5.723363231290722,0.07154300594971591,0.05880450737825109,-0.2257364071064596,-1.6016737631538316,2.2180270770633137,2.1459673398963557,-0.11604445593782028,-0.007141452531132901,31.507727450772133,120.40175369046837,12.62320084311068
1571030104.246,31.50772913,120.40175336999998,721.8809852412268,-0.1675681520037659,1.6253944541689307,-1.3089256205008604,4.741162578193941,0.03324814227286654,-0.04959823195580659,5.91750260225,0.0298003451336,0.0872554543462,-0.4444439701160848,1.298321332282948,-2.0017774348367845,1.9518514462864593,-0.016270414179817862,0.06317363965486142,5.936351191150169,0.06607115304961189,0.06440435367830659,-0.1675681520037659,-1.6253944541689307,2.1370296165855356,2.132200558949401,-0.14671911477659497,-0.0026091713312104037,31.507728955296727,120.40175374891176,12.622051092796028
1571030104.346,31.50773105,120.40175347,722.2247599183053,-0.06261863096681014,1.6266210777654455,-1.1813764121217352,4.954049210624577,0.042747612536869095,-0.05559806888818919,6.06604031047,0.0223930426746,0.0880629379178,-0.5366897397047505,1.3243807229704117,-2.123529714470261,1.8847522313634582,-0.017761877237663922,0.06319556873885421,6.14935288107883,0.059649448409253805,0.07040419061068919,-0.06261863096681013,-1.6266210777654457,2.0094804082064095,2.1245911729112406,-0.14711747869618827,0.00043063872981975314,31.507730293835785,120.40175384947833,12.622858688235283
1571030104.446,31.507731960000005,120.40175373999999,718.0994637933634,0.05395774495166072,1.6278820934551397,-1.042092176713861,5.054948544133097,0.06839617670120979,0.016402010090451835,6.23404568599,0.015660712341,0.0874011546031,-0.9060015381879467,1.4187659538907167,-2.219398592318934,1.8590646525464873,-0.002045193505258646,0.06346083639563854,6.250612365589231,0.035461824655696014,-0.0015958883679518428,0.05395774495166072,-1.62788209345514,1.8701961727985354,2.1170532951494834,-0.14484789119980837,-0.02511521275410848,31.50773180802114,120.40175394590213,12.622197035700083
1571030104.546,31.507733870000003,120.40175383999998,718.3057285996105,0.07763221928960505,1.6165914455332195,-0.9959259278412567,5.266726387648977,0.07789564352382827,0.012802181758977849,6.41661897235,0.0111516021464,0.0839595107669,-1.5966942245407842,1.6157862081483993,-2.270916073103214,1.8594220985579117,0.029953198407753814,0.07353603384013786,6.462505382360667,0.02902409853145739,0.002003939963522142,0.07763221928960505,-1.6165914455332198,1.8240299239259317,2.1322304997773824,-0.1170100225411925,-0.024904024654708416,31.507733453868898,120.40175402114116,12.618755540810525
1571030104.646,31.507735810000003,120.40175391,718.4776159381497,0.010316727254708585,1.6159724048229986,-0.8937399317853073,5.481830585681159,0.08454527189813565,0.00980236607611662,6.59897303329,0.00966157498839,0.0822546441454,-2.1133118718634987,1.7193570883331013,-2.3715439035645054,1.8636584371622442,0.04885399583005595,0.07742584842119915,6.677683218544164,0.025483987802631697,0.005003755646383369,0.01031672725470859,-1.6159724048229989,1.721843927869982,2.1539468884983224,-0.09951857567224581,-0.03613840926997315,31.50773509813321,120.40175406456852,12.61705082654953
1571030104.746,31.507737749999997,120.40175400000001,718.6036666530784,-0.04651933874085512,1.684322533399715,-0.825811244943809,5.696934781511955,0.09309479212982685,0.007602554642288428,6.79570063385,0.00685677403453,0.0795494196429,-2.5158627681459387,1.790415106169455,-2.4333626221303364,1.8843297623155129,0.022359278976478127,0.07455804217126344,6.892888510975935,0.020044183618485117,0.00720356708021156,-0.04651933874085512,-1.6843225333997152,1.6539152410284836,2.168434380524519,-0.13734103138266743,-0.03236168194008353,31.50773687184591,120.40175412402179,12.61434577126056
1571030104.846,31.507739710000003,120.40175412999999,718.855768082936,0.03462373879330827,1.6504933856046442,-0.7787898149406696,5.914256548927193,0.10544409643244723,0.0032027522146824694,6.99067608504,0.000821342271913,0.0769481211915,-2.8414828099639386,1.9822320877750685,-2.4689979132287583,1.8886200885068503,0.009549561640594282,0.08838719734542061,7.110366060282267,0.010837041990756746,0.011603369507817516,0.03462373879330827,-1.6504933856046442,1.6068938110253443,2.174328366785685,-0.1526622446178725,-0.0068368457147988376,31.50773862933673,120.40175421721344,12.611744647845626
1571030104.946,31.50774168,120.40175425,719.0964103568909,0.08144219350543241,1.6278339455688722,-0.7208325089972256,6.132687101663112,0.11684345690117737,-0.0009970398643921463,7.17472580676,-0.00608185047544,0.078508741982,-2.964581290984553,2.0417117895595545,-2.519572802822403,1.889399583895618,0.029041869409061633,0.0787626370790747,7.32893854990795,0.0025957698531593187,0.01580316158689213,0.08144219350543243,-1.6278339455688722,1.5489365050819004,2.1866820677145347,-0.1355823604106754,-0.040941522701976686,31.507740288186795,120.40175431787675,12.613305440172553
1571030105.046,31.50774367,120.40175436,719.1078695127936,0.05818314098933159,1.7652253112680838,-0.6867135760223211,6.353335220111873,0.12729286858055788,-0.0011968227648959662,7.36987181606,-0.0106809280389,0.078589714395,-3.1116318374877796,1.9357104636660174,-2.5360378398054326,1.9337784410455507,0.0449990534120263,0.059415823373492355,7.549714644367147,-0.004663603037634148,0.016002944487395948,0.05818314098933159,-1.7652253112680838,1.5148175721069959,2.231423728598131,-0.12804649622808004,-0.0765434402997897,31.507742047402893,120.40175439597557,12.613386598415673
1571030105.146,31.50774571,120.40175446000002,719.1021399348424,-0.0222848381868354,1.8335269159620051,-0.6765065344418533,6.579527259825527,0.13679233533447066,-0.0010965921018057934,7.57617237072,-0.0141009911492,0.0787475263635,-3.302010079975546,1.8594631778712132,-2.537550574929418,1.9922312369073993,0.06680741011356855,0.07470490285339403,7.776020351847117,-0.010893005932143499,0.015902713824305775,-0.022284838186835396,-1.8335269159620047,1.504610530526528,2.292788589850981,-0.11036408488422612,-0.06073319534501343,31.507743907363736,120.4017544633614,12.613544614054263
1571030105.245,31.50774758,120.40175454,719.2110019159171,-0.12457751279023833,1.7756340476581927,-0.6437005830331712,6.786869965874872,0.14439190528833024,-0.0029963735184175277,7.77453746531,-0.0183512152898,0.0809511284759,-3.4524370113942218,1.8704839946975225,-2.575406943028915,1.9983390095300415,0.059850958441634475,0.07792553630101631,7.983451235857332,-0.01549513305871665,0.01780249524091751,-0.12457751279023832,-1.7756340476581927,1.4718045791178462,2.312846668487928,-0.1097731517705914,-0.057531497587337464,31.50774569565481,120.40175453827804,12.615748419426382
1571030105.345,31.507749879999995,120.40175464999999,719.3657005206026,-0.23879484585895883,1.7979879792569178,-0.6111371203260312,7.041890406115986,0.15484131479403307,-0.005696096193605893,7.98017077829,-0.0204209273615,0.0814323092107,-3.465592637124505,1.859798298640444,-2.592562740445416,2.0239080126137576,0.05228373808429232,0.10145564003542801,8.238596062066218,-0.02225773304881938,0.020502217916105875,-0.23879484585895883,-1.7979879792569178,1.439241116410706,2.330412972509116,-0.13132056366973396,-0.03448256253078228,31.507747549774507,120.40175459134886,12.61622981633991
1571030105.445,31.50775089,120.40175446000002,718.3515652232209,-0.25062695380438055,1.8667104498692004,-0.6114730242966698,7.153877622409064,0.1367923278136811,0.012004028385968368,8.18824989127,-0.0252902866919,0.0854963556505,-3.2328085697533657,1.719499119558933,-2.5622949471333265,2.0597776909031906,0.013567105587003463,0.10304799526579364,8.350310726396973,-0.002592120483819904,0.0028020933365316136,-0.25062695380438055,-1.8667104498692004,1.4395770203813447,2.361092821364725,-0.15856803674785533,-0.03142159483373879,31.50774942558533,120.4017546742603,12.620294087566435
1571030105.545,31.507753039999997,120.40175462,718.615125808981,-0.12491466268062609,1.9359710551918061,-0.6095618209856963,7.392266298031207,0.15199147038078054,0.0074043017675125,8.39440309262,-0.0336382518811,0.0864912923786,-2.950932795777852,1.685373524562141,-2.557851712872194,2.0950609023468236,-0.01532977712802856,0.08578990446572811,8.588894171261657,-0.014344330325131438,0.007401819954987481,-0.12491466268062609,-1.9359710551918061,1.437665817070371,2.4029618776349326,-0.1812939900877615,-0.03639428239784932,31.507751283574986,120.40175479349386,12.621289256028831
1571030105.645,31.50775523,120.40175478,718.8614976608874,0.013407111395883202,1.982543082330017,-0.5499132894963166,7.635090112040515,0.16719061302554716,0.0031045898784403114,8.61051707561,-0.0416474974113,0.08782660394,-2.6661982402098574,1.6323559818667466,-2.6130535084387763,2.1289246743502215,0.010374637040354349,0.07266886777679267,8.831912291287363,-0.026032440794105285,0.011701531844059667,0.013407111395883206,-1.982543082330017,1.3780172855809911,2.4418922347782988,-0.1653561063646115,-0.046066167817416744,31.507753231434556,120.4017549106776,12.622624814510345
1571030105.745,31.50775744,120.40175492,719.0563033112318,0.08255409559969314,1.9484733012032607,-0.5372801175808175,7.880131492738931,0.18048986238472553,-0.0002951098777632666,8.81278110276,-0.0473968130638,0.0879349452944,-2.543122841376566,1.633294915170252,-2.6252755297512578,2.151159293468088,0.051780027136906166,0.07135263797913198,9.077120287918733,-0.03578880672271666,0.015101231600263243,0.08255409559969314,-1.9484733012032607,1.365384113665492,2.4757171016093267,-0.1355035255509451,-0.054312497294634596,31.50775505469061,120.40175500196659,12.622733396477997
1571030105.845,31.507759700000005,120.40175502,719.1995427600145,-0.008772120201506889,1.948042187730262,-0.5159108387383956,8.130716796581087,0.18998932403102997,-0.0027947953670608428,9.04340860221,-0.0483973282022,0.0865414791906,-2.5889317591472656,1.6829438007779094,-2.6651967029102477,2.2057851715459122,0.08409497233461107,0.06423404347141556,9.327816711703104,-0.041665657491823965,0.017600917089560818,-0.008772120201506885,-1.948042187730262,1.3440148348230703,2.5360029535850797,-0.10863578075159795,-0.06436067548001875,31.507757134345834,120.4017550475859,12.62134020961821
1571030105.945,31.50776202,120.40175511,719.3485117867485,-0.15658746632044096,1.8444473865052484,-0.4723901759404934,8.387954807093774,0.19853883880790346,-0.005394459790021511,9.27281560601,-0.0482794693628,0.0841794556073,-2.7061259462355327,1.8137925272931035,-2.7226404815709544,2.2640614340834397,0.07942938894360445,0.07238698871902678,9.58515141807889,-0.04649651144669781,0.020200581512521486,-0.156587466320441,-1.8444473865052484,1.300494172025168,2.591835532252727,-0.12123916898745969,-0.04987832851504324,31.507759203140473,120.40175508124771,12.618978474289179
1571030106.045,31.50776436,120.40175524000001,719.5776949048009,-0.1905761462727036,1.7067258247387875,-0.48416838272945045,8.647410389305637,0.2108881403490206,-0.009394112525449305,9.49975220096,-0.0522901966504,0.0835631392588,-2.6837898584993405,1.9366550527295952,-2.711209829639475,2.284605024879457,0.0460782973118249,0.08704110629082594,9.844758381482887,-0.055094705536528385,0.02420023424794928,-0.1905761462727036,-1.7067258247387875,1.3122723788141253,2.6110049515066005,-0.16256870181592664,-0.029818960375933096,31.507761249118957,120.4017551579904,12.618362451903522
1571030106.145,31.507766720000003,120.4017554,719.8527146464637,-0.14412333232868726,1.6840336378721967,-0.4490676246808706,8.909083542131622,0.22608727932605843,-0.014193748794973704,9.72627479972,-0.058684799864,0.0833425779011,-2.590164843800298,2.0019342403856024,-2.7358632817296833,2.2602892662652105,0.011650746288900024,0.09801897115633995,10.106623871556303,-0.0665103896659692,0.028999870517473676,-0.1441233323286873,-1.6840336378721967,1.2771716207655457,2.602935301143246,-0.1885279692526747,-0.03078169702568675,31.507763291053305,120.40175525976233,12.618142190389335
1571030106.245,31.507768830000003,120.40175557,720.081897764516,-0.01754352102213158,1.787700642748129,-0.3899224611369937,9.143037082172587,0.2422363657289308,-0.018193416489332925,9.94794437696,-0.0671489988643,0.0846427158898,-2.4328989106650742,1.902856410703161,-2.7791860639965456,2.269779077281757,0.013942568201010282,0.09937054236286832,10.340786373261253,-0.07927654353577579,0.03299953821183289,-0.017543521022131577,-1.787700642748129,1.2180264572216684,2.612962031566746,-0.19277420832507391,-0.04039314539897976,31.507765288953593,120.40175538258008,12.619442629627883
1571030106.345,31.50777144,120.40175575000002,720.322540038471,0.005528199232430751,1.913879086921192,-0.3551758906631796,9.432429847122274,0.25933539726414545,-0.022392992876670625,10.1573027491,-0.0738288647837,0.0878397878056,-2.4174863157712654,1.7759050592121013,-2.7928221363900567,2.274254395112365,0.05591954431447578,0.09947162922755307,10.6303960387478,-0.09219130026737218,0.037199114599170593,0.0055281992324307545,-1.913879086921192,1.1832798867478544,2.6496541596811807,-0.15613351196173578,-0.04810301993336634,31.5077671760647,120.40175548474323,12.62263999413699
