        time,ref_pose_x,ref_pose_y,ref_pose_z,        ref_roll,ref_pitch,ref_yaw,        algo_pose_x,algo_pose_y,algo_pose_z,        algo_roll,algo_pitch,algo_yaw,        align_pose_x,align_pose_y,align_pose_z,        align_pose_x,align_pose_y,align_yaw
1.40E+12,4.691873,-1.787498,0.925111,-177.8663009,-68.38391414,156.4963232,0.010128519,0.00276421,0.000931254,-169.2757869,-66.23438284,3.903503784,4.697229541,-1.797009589,0.930126355,4.675186459,1.772460411,155.9983002
1.40E+12,4.687357,-1.782301,0.989505,-176.9917422,-69.3178631,154.9043509,0.018583675,-0.003763389,0.066365705,-168.3502861,-67.07672702,2.120253075,4.705684696,-1.803537188,0.995560806,4.666731303,1.765932812,154.2150495
1.40E+12,4.692047,-1.774122,1.05717,-175.9141446,-70.99587667,152.8272073,0.026192974,-0.011056744,0.128849309,-166.7682364,-68.67124534,-0.401369705,4.713293996,-1.810830543,1.05804441,4.659122004,1.758639457,151.6934267
1.40E+12,4.693012,-1.770077,1.106395,-175.5079554,-72.92584911,151.9853247,0.029527955,-0.016493099,0.176410881,-165.5000976,-70.59709698,-2.056293274,4.716628976,-1.816266898,1.105605982,4.655787023,1.753203102,150.0385031
1.40E+12,4.694772,-1.76796,1.127553,-176.1859134,-73.82485833,152.6000304,0.030396794,-0.019497409,0.19531277,-165.3504093,-71.54900843,-2.065646101,4.717497816,-1.819271208,1.124507871,4.654918184,1.750198792,150.0291503
1.40E+12,4.695936,-1.766736,1.115019,-178.1595311,-73.72663299,154.3554628,0.029178476,-0.020392585,0.180990607,-167.0945921,-71.58733071,-0.487584642,4.716279498,-1.820166384,1.110185708,4.656136502,1.749303616,151.6072117
1.40E+12,4.695576,-1.766861,1.074832,-178.3019832,-73.27229991,154.7112519,0.026051884,-0.019937896,0.139528171,-167.1825845,-71.50789493,-0.040247731,4.713152905,-1.819711695,1.068723272,4.659263094,1.749758305,152.0545486
1.40E+12,4.695708,-1.765659,1.016983,-177.9293724,-72.7244811,154.6910055,0.024729282,-0.017745803,0.080785429,-167.1080891,-71.02634161,0.265428113,4.711830304,-1.817519601,1.00998053,4.660585696,1.751950398,152.3602245
1.40E+12,4.697902,-1.765312,0.949996,-178.4920903,-71.98746355,155.7426101,0.02104303,-0.016621791,0.012811314,-167.9950202,-70.41753837,1.641021366,4.708144052,-1.816395589,0.942006415,4.664271948,1.75307441,153.7358177
1.40E+12,4.70046,-1.765157,0.880181,-179.9850681,-70.86007066,157.0601435,0.017378982,-0.016330142,-0.058493051,-169.8497855,-69.60870939,3.418358089,4.704480004,-1.816103941,0.87070205,4.667935996,1.753366059,155.5131545
1.40E+12,4.702613,-1.763713,0.809301,-177.9667691,-68.67933659,155.4915449,0.01136819,-0.013741559,-0.126857052,-169.1874597,-67.53168854,2.96012357,4.698469212,-1.813515358,0.802338049,4.673946788,1.755954642,155.05492
1.40E+12,4.706257,-1.765826,0.749998,-176.2520655,-66.15676899,153.9526894,0.004340636,-0.013643319,-0.185825671,-168.7278665,-65.06607983,2.389654459,4.691441658,-1.813417118,0.74336943,4.680974342,1.756052882,154.4844508
1.40E+12,4.710194,-1.76782,0.702775,-177.2542614,-64.71616598,154.9496409,-0.001597015,-0.013113769,-0.232617899,-170.3087208,-63.72772943,3.738307491,4.685504006,-1.812887568,0.696577202,4.686911993,1.756582432,155.8331039
1.40E+12,4.713938,-1.771475,0.67414,-178.0687284,-64.22559543,156.3666205,-0.007984078,-0.012293477,-0.260490025,-171.3794851,-63.3311328,5.190337506,4.679116944,-1.812067275,0.668705076,4.693299056,1.757402724,157.2851339
1.40E+12,4.714827,-1.77518,0.671229,-177.5370352,-64.23395454,156.6324282,-0.009851319,-0.009475855,-0.261648392,-171.0582419,-63.37284039,5.386946094,4.677249703,-1.809249654,0.667546709,4.695166297,1.760220346,157.4817425
1.40E+12,4.7116,-1.775615,0.697426,-177.5064453,-64.24961249,156.9352621,-0.006333772,-0.009529223,-0.232805736,-171.3151674,-63.48664142,5.568114616,4.68076725,-1.809303022,0.696389365,4.69164875,1.760166978,157.662911
1.40E+12,4.706487,-1.774761,0.74535,-177.4922499,-64.66278532,156.922194,-0.000990448,-0.009921269,-0.182730909,-171.3412266,-63.90573445,5.419935167,4.686110574,-1.809695068,0.746464192,4.686305426,1.759774932,157.5147315
1.40E+12,4.699231,-1.770839,0.807235,-179.2090423,-65.10733568,158.1550194,0.008215636,-0.011878054,-0.119049714,-172.9868474,-64.42433115,6.478674625,4.695316657,-1.811651853,0.810145386,4.677099342,1.757818147,158.573471
1.40E+12,4.690724,-1.765915,0.877309,179.3430581,-66.07265369,159.0580244,0.018890336,-0.01452092,-0.047120805,-174.1342768,-65.43196698,7.100150737,4.705991358,-1.814294719,0.882074296,4.666424642,1.755175281,159.1949471
1.40E+12,4.682004,-1.761934,0.950536,179.3246088,-67.85857068,158.5199008,0.028937842,-0.017099264,0.0279536,-173.5355651,-67.15778846,6.048666231,4.716038864,-1.816873062,0.957148701,4.656377136,1.752596937,158.1434626
1.40E+12,4.675875,-1.759642,1.020209,179.0006203,-70.3043481,157.9859209,0.03602908,-0.019830815,0.098980917,-172.9486629,-69.537371,4.664086794,4.723130102,-1.819604614,1.028176018,4.649285898,1.749865386,156.7588832
1.40E+12,4.680027,-1.758402,1.08754,178.5705993,-72.40469478,157.7254014,0.039272228,-0.021641589,0.159029767,-172.3324046,-71.6347115,3.450358377,4.72637325,-1.821415388,1.088224868,4.64604275,1.748054612,155.5451548
1.40E+12,4.681064,-1.760179,1.131779,-179.9137262,-73.72504583,156.0727163,0.03868508,-0.022413306,0.201340812,-170.007681,-72.87871847,1.129699908,4.725786102,-1.822187105,1.130535913,4.646629898,1.747282895,153.2244963
1.40E+12,4.68151,-1.761451,1.148221,-178.4413515,-73.95240159,154.2054697,0.038547713,-0.022562315,0.215378513,-168.2680984,-73.05242857,-0.83823614,4.725648735,-1.822336114,1.144573614,4.646767265,1.747133886,151.2565602
1.40E+12,4.680948,-1.761568,1.135185,-178.1011001,-73.48363896,153.6083184,0.038865262,-0.021910322,0.201210752,-168.1056045,-72.61903875,-1.167479279,4.725966284,-1.821684121,1.130405852,4.646449716,1.747785879,150.9273171
1.40E+12,4.680544,-1.76024,1.098589,-178.7687269,-72.79192528,153.6705698,0.039318887,-0.021082388,0.16482539,-169.3106905,-72.02033473,-0.665554138,4.726419909,-1.820856186,1.094020491,4.645996091,1.748613813,151.4292422
1.40E+12,4.680634,-1.756721,1.049043,178.3119359,-72.08394735,156.057935,0.040638879,-0.021352222,0.115839451,-172.7626392,-71.48487252,2.074931905,4.727739901,-1.821126021,1.045034552,4.644676099,1.748343979,154.1697283
1.40E+12,4.681602,-1.753722,0.995214,175.8242238,-71.27946892,158.4785601,0.041097555,-0.022756857,0.061390352,-175.6615886,-70.83745447,4.829013652,4.728198577,-1.822530656,0.990585453,4.644217423,1.746939344,156.92381
1.40E+12,4.685504,-1.754049,0.942631,175.6029094,-70.11652125,159.4454496,0.036055881,-0.024487638,0.007274459,-176.7216004,-69.87475828,6.343677974,4.723156903,-1.824261437,0.93646956,4.649259097,1.745208563,158.4384744
1.40E+12,4.692114,-1.752798,0.894377,176.992965,-68.76185742,159.5192276,0.027241443,-0.025397289,-0.039454653,-175.7540301,-68.52953932,6.889101282,4.714342465,-1.825171088,0.889740448,4.658073535,1.744298912,158.9838977
1.40E+12,4.702762,-1.75708,0.861877,179.801322,-67.17330794,158.0892996,0.014592537,-0.026971254,-0.071358462,-173.5781753,-66.90859984,6.019349042,4.701693558,-1.826745053,0.857836638,4.670722441,1.742724947,158.1141454
1.40E+12,4.712758,-1.761276,0.84411,-177.5337358,-65.35162861,156.2813516,0.00301194,-0.02894193,-0.087770188,-171.7884784,-65.14172826,4.699974569,4.690112961,-1.828715728,0.841424913,4.682303038,1.740754271,156.7947709
1.40E+12,4.722003,-1.765481,0.838136,-175.6074554,-63.18832275,154.9581264,-0.007362854,-0.030681462,-0.09139458,-170.5779012,-63.06892726,3.757238412,4.679738167,-1.830455261,0.837800521,4.692677832,1.739014739,155.8520348
1.40E+12,4.728958,-1.76792,0.837579,-175.3476676,-60.54537826,154.2036515,-0.014791467,-0.032255631,-0.090154545,-170.8137372,-60.42795905,3.407788342,4.672309555,-1.83202943,0.839040556,4.700106445,1.73744057,155.5025847
1.40E+12,4.733896,-1.770156,0.839801,-176.5380437,-57.86403705,153.7973763,-0.020639804,-0.032825437,-0.086824865,-172.3732294,-57.73651996,3.353488036,4.666461217,-1.832599236,0.842370236,4.705954782,1.736870764,155.4482844
1.40E+12,4.738125,-1.775738,0.844136,-176.7036381,-55.75408608,152.949077,-0.027273564,-0.029991253,-0.081464201,-172.7291248,-55.68849817,2.792578467,4.659827458,-1.829765052,0.8477309,4.712588542,1.739704948,154.8873748
1.40E+12,4.744628,-1.781413,0.847514,-176.4290514,-53.48108351,152.3805997,-0.035974424,-0.028648302,-0.077045171,-172.6374667,-53.52035518,2.471391537,4.651126598,-1.828422101,0.85214993,4.721289402,1.741047899,154.5661879
1.40E+12,4.754131,-1.785784,0.849383,-176.0475396,-51.06739256,151.7102172,-0.046027582,-0.029789645,-0.074731692,-172.3753438,-51.16405371,2.047054711,4.64107344,-1.829563444,0.854463409,4.73134256,1.739906556,154.1418511
1.40E+12,4.765404,-1.787799,0.851179,-176.4173549,-48.97058483,152.0949791,-0.056665134,-0.034053719,-0.072840716,-172.8603395,-49.12709902,2.595582576,4.630435888,-1.833827517,0.856354385,4.741980112,1.735642482,154.690379
1.40E+12,4.774135,-1.785064,0.855137,-176.4712759,-47.77212643,152.5145412,-0.062713201,-0.041301168,-0.068996793,-172.9692443,-47.98243939,3.081582432,4.624387821,-1.841074967,0.860198308,4.748028179,1.728395033,155.1763788
1.40E+12,4.778739,-1.777112,0.859824,-176.241241,-47.98528476,152.3837903,-0.062164014,-0.050918195,-0.064759131,-172.6970721,-48.17240849,2.86292974,4.624937008,-1.850691994,0.86443597,4.747478992,1.718778006,154.9577261
1.40E+12,4.779496,-1.767895,0.8624,-175.5733433,-48.89826095,152.1986375,-0.05764054,-0.059557028,-0.06281044,-171.9429017,-49.04728575,2.533502085,4.629460482,-1.859330827,0.866384661,4.742955518,1.710139173,154.6282985
1.40E+12,4.777537,-1.761437,0.862295,-175.6814132,-49.68959235,152.7048495,-0.052356534,-0.064006872,-0.063336719,-172.0325925,-49.82205864,2.951928299,4.634744488,-1.863780671,0.865858382,4.737671512,1.705689329,155.0467247
1.40E+12,4.773237,-1.757774,0.862078,-175.8370669,-50.10753314,153.5103699,-0.046667571,-0.064898939,-0.063813878,-172.1868557,-50.23553148,3.691385639,4.64043345,-1.864672738,0.865381223,4.731982549,1.704797262,155.786182
1.40E+12,4.768641,-1.753864,0.862339,-176.1402799,-49.77273158,154.1972067,-0.040499822,-0.065944316,-0.063539512,-172.5475281,-49.88657056,4.40500045,4.6466012,-1.865718115,0.865655589,4.7258148,1.703751885,156.4997968
1.40E+12,4.765409,-1.745939,0.861836,-176.368255,-49.33541821,154.6170282,-0.033401578,-0.071230967,-0.063982619,-172.8644467,-49.42646526,4.84190769,4.653699443,-1.871004766,0.865212482,4.718716556,1.698465234,156.9367041
1.40E+12,4.763909,-1.73172,0.860748,-176.2333817,-49.13764882,154.321576,-0.024465301,-0.083103623,-0.065338588,-172.7779393,-49.20246211,4.547816654,4.662635721,-1.882877422,0.863856512,4.709780279,1.686592578,156.642613
1.40E+12,4.764137,-1.710339,0.859859,-176.1305241,-48.93278792,153.887849,-0.013337806,-0.102176697,-0.066702891,-172.7160822,-48.97193472,4.121476619,4.673763216,-1.901950496,0.86249221,4.698652784,1.667519504,156.216273
1.40E+12,4.76777,-1.683267,0.85905,-175.6795281,-48.64281588,153.1407507,-0.002215749,-0.128049569,-0.068054231,-172.3039232,-48.63886655,3.385489052,4.684885273,-1.927823368,0.86114087,4.687530727,1.641646632,155.4802854
1.40E+12,4.774626,-1.650636,0.859124,-175.380257,-48.5897331,152.4200665,0.009217944,-0.160502863,-0.068895156,-172.0136318,-48.56286689,2.668272265,4.696318966,-1.960276661,0.860299944,4.676097034,1.609193338,154.7630686
1.40E+12,4.782187,-1.614063,0.860873,-175.1041779,-49.19866202,151.4483512,0.021838711,-0.19673163,-0.068148235,-171.7004427,-49.14374926,1.64474727,4.708939733,-1.996505429,0.861046866,4.663476267,1.572964571,153.7395437
1.40E+12,4.790411,-1.576634,0.862687,-174.883377,-49.91766623,150.2865648,0.03429579,-0.233899383,-0.067212376,-171.4420299,-49.81482341,0.418980359,4.721396812,-2.033673182,0.861982725,4.651019188,1.535796818,152.5137767
1.40E+12,4.799936,-1.540771,0.861307,-174.9573668,-49.86153699,149.4821786,0.044822109,-0.269999835,-0.06931622,-171.5241911,-49.72481555,-0.377867749,4.731923131,-2.069773634,0.859878881,4.640492869,1.499696366,151.7169286
1.40E+12,4.810398,-1.508233,0.857388,-175.8422077,-48.83292058,149.1654976,0.05272936,-0.303066053,-0.074046504,-172.4992693,-48.6949265,-0.616735982,4.739830382,-2.102839852,0.855148596,4.632585618,1.466630148,151.4780604
1.40E+12,4.818846,-1.481659,0.852147,-175.9595779,-47.87351355,148.5899105,0.059013985,-0.328611498,-0.080304085,-172.7004899,-47.73139961,-1.142867555,4.746115007,-2.128385297,0.848891016,4.626300993,1.441084703,150.9519288
1.40E+12,4.825096,-1.461532,0.847316,-176.0890022,-47.62301224,148.7148069,0.063531445,-0.346922394,-0.085914165,-172.8653389,-47.50041882,-1.048798273,4.750632467,-2.146696193,0.843280936,4.621783533,1.422773807,151.0459981
1.40E+12,4.828377,-1.449595,0.843725,-175.6534967,-47.90728998,148.5010628,0.066446491,-0.356835827,-0.090154076,-172.4468305,-47.79020559,-1.311515295,4.753547513,-2.156609626,0.839041024,4.618868487,1.412860374,150.7832811
1.40E+12,4.8298,-1.446249,0.841391,-175.1244533,-48.27962194,148.21663,0.066413152,-0.358882602,-0.0924954,-171.9622129,-48.15569784,-1.638989305,4.753514173,-2.158656401,0.836699701,4.618901826,1.410813599,150.4558071
1.40E+12,4.829948,-1.450784,0.84117,-175.325666,-48.29048811,148.2135483,0.063274714,-0.353784033,-0.09223044,-172.1934702,-48.1603814,-1.640200259,4.750375735,-2.153557832,0.836964661,4.622040264,1.415912168,150.4545961
1.40E+12,4.827931,-1.463785,0.844656,-175.5012695,-48.35979178,148.2876708,0.057743821,-0.34055056,-0.088125265,-172.3782786,-48.23228244,-1.564456219,4.744844843,-2.140324359,0.841069836,4.627571157,1.429145641,150.5303402
1.40E+12,4.824555,-1.485333,0.847934,-175.2362304,-48.3505513,148.35919,0.049029945,-0.319989341,-0.084069061,-172.1219762,-48.22872745,-1.48367203,4.736130967,-2.11976314,0.84512604,4.636285033,1.44970686,150.6111244
1.40E+12,4.819602,-1.512974,0.848694,-175.1627039,-48.02098617,148.8871993,0.038658735,-0.293430841,-0.082337312,-172.0765124,-47.91352684,-0.915636302,4.725759757,-2.09320464,0.846857789,4.646656243,1.47626536,151.1791601
1.40E+12,4.811714,-1.546715,0.849362,-174.7655793,-47.93042072,149.1145967,0.027709015,-0.260254919,-0.08065417,-171.6718114,-47.82818198,-0.674990413,4.714810036,-2.060028718,0.848540931,4.657605963,1.509441282,151.419806
1.40E+12,4.802682,-1.585633,0.852458,-174.5275377,-48.24082255,149.6093827,0.015055576,-0.222468128,-0.076375313,-171.4283493,-48.15502524,-0.187869834,4.702156598,-2.022241927,0.852819788,4.670259402,1.547228073,151.9069265
1.40E+12,4.792973,-1.627989,0.857771,-174.366197,-48.88035874,150.2844942,0.001228433,-0.181857175,-0.069990109,-171.2497546,-48.81823599,0.451215431,4.688329455,-1.981630974,0.859204992,4.684086545,1.587839026,152.5460118
1.40E+12,4.781715,-1.672526,0.864004,-174.1974146,-49.33801788,150.6950556,-0.012195383,-0.138502448,-0.062856538,-171.08476,-49.28963223,0.852964025,4.674905638,-1.938276247,0.866338563,4.697510361,1.631193753,152.9477604
1.40E+12,4.769882,-1.718995,0.868298,-174.2540011,-49.19738388,151.3934164,-0.025887099,-0.092904588,-0.057571031,-171.1917427,-49.16428144,1.5981386,4.661213923,-1.892678387,0.87162407,4.711202077,1.676791613,153.692935
1.40E+12,4.757416,-1.765904,0.869587,-174.4196475,-48.76164113,152.2274406,-0.039392913,-0.046387514,-0.055142465,-171.4295076,-48.74281897,2.494517532,4.647708109,-1.846161313,0.874052636,4.724707891,1.723308687,154.5893139
1.40E+12,4.744908,-1.812312,0.86997,-174.5783532,-48.84208081,152.7384048,-0.05277931,-3.68E-05,-0.053500733,-171.6313871,-48.83123714,3.029773286,4.634321712,-1.799810642,0.875694368,4.738094288,1.769659358,155.1245697
1.40E+12,4.732756,-1.858906,0.86966,-174.4923901,-49.16313831,153.0532173,-0.066129707,0.045612461,-0.05284293,-171.5486022,-49.15961738,3.341895718,4.620971315,-1.754161338,0.876352171,4.751444685,1.815308662,155.4366921
1.40E+12,4.720932,-1.904586,0.868902,-174.4818091,-49.40266422,153.4403218,-0.080095075,0.090686803,-0.052410999,-171.5489306,-49.40713193,3.728317571,4.607005947,-1.709086996,0.876784102,4.765410053,1.860383004,155.823114
1.40E+12,4.709586,-1.947995,0.865811,-174.0264396,-49.13366552,153.9012383,-0.092842516,0.133283912,-0.054405818,-171.1310281,-49.14975264,4.226657896,4.594258506,-1.666489887,0.874789283,4.778157494,1.902980113,156.3214543
1.40E+12,4.699926,-1.985395,0.861064,-173.6858035,-48.40346477,154.5969332,-0.103420325,0.170156995,-0.058513138,-170.8885345,-48.43961424,4.994897887,4.583680697,-1.629616804,0.870681963,4.788735303,1.939853196,157.0896943
1.40E+12,4.691729,-2.016796,0.856825,-172.8260125,-48.22847893,154.8420248,-0.112403364,0.201199168,-0.06201543,-170.0733448,-48.26726341,5.272240463,4.574697658,-1.598574631,0.867179671,4.797718342,1.970895369,157.3670368
1.40E+12,4.685626,-2.039396,0.856621,-172.3089329,-48.94569399,155.0781887,-0.118790195,0.222554374,-0.061434528,-169.4865557,-48.98561463,5.455900418,4.568310827,-1.577219425,0.867760573,4.804105173,1.992250575,157.5506968
1.40E+12,4.683092,-2.050996,0.85819,-171.8899744,-49.599256,155.1519589,-0.12306955,0.232771878,-0.059319589,-168.9726145,-49.64177238,5.495673192,4.564031472,-1.567001921,0.869875511,4.808384528,2.002468079,157.5904696
1.40E+12,4.685684,-2.050453,0.86019,-172.3056391,-49.60220464,155.5184823,-0.124891472,0.230729675,-0.057283403,-169.4240134,-49.65265289,5.889227636,4.56220955,-1.569044124,0.871911698,4.81020645,2.000425876,157.984024
1.40E+12,4.693097,-2.03836,0.862277,-172.9166698,-49.39916974,155.5618824,-0.124383418,0.216316755,-0.055449594,-170.1168602,-49.44894403,5.978015202,4.562717604,-1.583457044,0.873745507,4.809698396,1.986012956,158.0728116
1.40E+12,4.704144,-2.015241,0.865527,-173.7157385,-49.57087972,155.4972326,-0.121511014,0.190317473,-0.052902426,-170.9210887,-49.61748703,5.900215697,4.565590008,-1.609456326,0.876292675,4.806825992,1.960013674,157.9950121
1.40E+12,4.717477,-1.98411,0.869256,-174.4169035,-49.93887833,155.410037,-0.116474456,0.156070166,-0.049963139,-171.5977383,-49.986796,5.806435816,4.570626566,-1.643703633,0.879231962,4.801789434,1.925766367,157.9012322
1.40E+12,4.731504,-1.947338,0.871351,-174.8918288,-50.00518462,155.0950603,-0.109057824,0.116740694,-0.048863823,-172.07761,-50.05021438,5.495978444,4.578043198,-1.683033105,0.880331278,4.794372802,1.886436895,157.5907748
1.40E+12,4.745154,-1.906461,0.870625,-174.7742239,-49.48563504,154.423952,-0.099167524,0.074412007,-0.050649089,-172.0178514,-49.5143797,4.861182366,4.587933498,-1.725361792,0.878546012,4.784482502,1.844108208,156.9559787
1.40E+12,4.758432,-1.861874,0.868075,-174.5876223,-48.78557999,153.8316209,-0.08687215,0.029352872,-0.054461087,-171.9030728,-48.79764063,4.311869322,4.600228872,-1.770420927,0.874734013,4.772187128,1.799049073,156.4066657
1.40E+12,4.771158,-1.815543,0.865392,-174.6822914,-48.62885145,153.6674545,-0.073436548,-0.016850529,-0.058531314,-172.0049376,-48.64387232,4.15245104,4.613664474,-1.816624328,0.870663787,4.758751526,1.752845672,156.2472474
1.40E+12,4.781996,-1.770567,0.863233,-174.2736455,-48.77339287,153.4267568,-0.059144827,-0.060577685,-0.062311845,-171.5964293,-48.79309282,3.889216835,4.627956194,-1.860351484,0.866883256,4.744459805,1.709118516,155.9840132
1.40E+12,4.791549,-1.728169,0.861209,-173.9485845,-48.65675373,152.9594708,-0.045538711,-0.100896372,-0.065690724,-171.2791781,-48.6800089,3.416386905,4.641562311,-1.900670171,0.863504376,4.730853689,1.668799829,155.5111833
1.40E+12,4.799737,-1.690769,0.857117,-174.0339183,-48.32312155,152.6579819,-0.033379426,-0.135734644,-0.071192077,-171.3817628,-48.35401387,3.09185468,4.653721596,-1.935508442,0.858003024,4.718694404,1.633961557,155.1866511
1.40E+12,4.805714,-1.661731,0.850893,-174.1640141,-48.07541855,152.1883411,-0.023847856,-0.162477231,-0.078411824,-171.5230667,-48.10668564,2.605786064,4.663253166,-1.96225103,0.850783277,4.709162834,1.60721897,154.7005824
1.40E+12,4.80801,-1.639693,0.842903,-174.2667839,-48.16830053,151.7765502,-0.014498856,-0.181537847,-0.087227467,-171.6196493,-48.20194818,2.156128418,4.672602166,-1.981311646,0.841967634,4.699813834,1.588158354,154.2509248
1.40E+12,4.807337,-1.621032,0.835363,-175.0719135,-49.31322243,150.8544056,-0.004515315,-0.196500978,-0.095497485,-172.3761633,-49.33168772,1.141237523,4.682585707,-1.996274776,0.833697616,4.689830293,1.573195223,153.2360339
1.40E+12,4.804079,-1.608607,0.83032,-175.8474832,-51.61778247,150.1515922,0.00454924,-0.204922679,-0.10125933,-173.0482307,-51.6245478,0.26238647,4.691650262,-2.004696478,0.827935771,4.680765738,1.564773522,152.3571829
1.40E+12,4.800274,-1.599811,0.829779,-176.7368472,-54.10011278,149.6942765,0.012381244,-0.210272065,-0.102461922,-173.8311824,-54.09618088,-0.377307665,4.699482266,-2.010045864,0.826733179,4.672933734,1.559424136,151.7174887
1.40E+12,4.796594,-1.592339,0.831076,-177.0482039,-55.74484601,148.8067609,0.019180192,-0.214353072,-0.101340041,-174.1170522,-55.71273217,-1.380444823,4.706281214,-2.014126871,0.82785506,4.666134786,1.555343129,150.7143516
1.40E+12,4.791988,-1.58241,0.830954,-176.664814,-55.32654473,147.3080687,0.028671543,-0.219776567,-0.101323079,-173.7850813,-55.25519518,-2.832924847,4.715772565,-2.019550366,0.827872022,4.656643435,1.549919634,149.2618715
1.40E+12,4.782996,-1.565681,0.829304,-176.3812402,-54.43561004,145.5983041,0.045345682,-0.22914504,-0.102655711,-173.6762023,-54.33344811,-4.453253468,4.732446703,-2.028918839,0.82653939,4.639969296,1.540551161,147.6415429
1.40E+12,4.77015,-1.545679,0.826739,-176.2927409,-53.3676719,144.3803417,0.066960741,-0.239598203,-0.104668424,-173.8491263,-53.25298491,-5.569965332,4.754061763,-2.039372002,0.824526677,4.618354237,1.530097998,146.524831
