        time,ref_pose_x,ref_pose_y,ref_pose_z,        ref_roll,ref_pitch,ref_yaw,        algo_pose_x,algo_pose_y,algo_pose_z,        algo_roll,algo_pitch,algo_yaw,        align_pose_x,align_pose_y,align_pose_z,        align_roll,align_pitch,align_yaw
1.40364E+12,4.623306,-1.79436,1.068581,-177.2923266,-69.1677342,157.6828703,0.021732123,-0.109405945,0.48799793,-177.3931115,-68.88664723,3.657950214,4.623626464,-1.792934371,1.066975823,130.1838904,57.23580451,131.1900745
1.40364E+12,4.624184,-1.793525,1.043863,179.5098849,-69.6455366,160.6636422,0.019850028,-0.110175583,0.461791598,179.2459481,-69.4737744,6.677247973,4.62526681,-1.793161763,1.040742943,130.6177041,58.54651338,131.4352185
1.40364E+12,4.624419,-1.794742,0.992567,177.3501476,-69.3206349,162.6419372,0.018500374,-0.109309829,0.409714688,177.060116,-69.16950421,8.649993423,4.625340057,-1.794751561,0.988665665,131.941719,59.01269111,132.4952041
1.40364E+12,4.625146,-1.795897,0.92905,175.980142,-68.8456551,163.4930705,0.017746688,-0.10922545,0.345724493,175.8286318,-68.69384484,9.45320377,4.625033012,-1.795432196,0.924675333,133.1896466,59.11590651,133.2196514
1.40364E+12,4.627184,-1.798257,0.860584,177.0995543,-67.94493768,162.0217199,0.015161491,-0.108621652,0.2766099,177.0576277,-67.82246421,7.971169782,4.626081213,-1.797390299,0.855545441,134.0688232,58.24546978,133.6303162
1.40364E+12,4.631419,-1.802784,0.793104,-179.3088426,-66.37662089,159.1856159,0.009395296,-0.107384648,0.208631456,-179.3261136,-66.29426032,5.132686938,4.629747832,-1.80128013,0.787521378,134.7159475,56.19679376,134.6666876
1.40364E+12,4.637223,-1.805265,0.73251,-176.6307205,-64.55522009,157.1236884,0.003504913,-0.107043217,0.149922248,-176.5555967,-64.52956454,3.053009752,4.634048602,-1.804373578,0.728754736,135.7107683,54.16729658,135.9235409
1.40364E+12,4.640755,-1.806875,0.694019,-175.4084032,-62.83589113,156.002862,-4.33E-05,-0.107644227,0.112000255,-175.3720767,-62.82963656,1.916576545,4.636947236,-1.805519557,0.690790106,137.1507434,52.60920228,137.0040443
1.40364E+12,4.643955,-1.80712,0.68861,-175.5503343,-61.60290857,156.3181305,-0.002916757,-0.10932359,0.107129589,-175.5942121,-61.59602565,2.185708386,4.640190505,-1.805256839,0.685869465,138.6800183,51.80032301,138.2851439
1.40364E+12,4.645099,-1.805807,0.720157,-175.4103093,-61.36400834,156.6418837,-0.003475882,-0.110973287,0.138771828,-175.4877499,-61.33356222,2.48143628,4.641873672,-1.803867609,0.717484372,138.9135995,51.57559108,138.8576807
1.40364E+12,4.644357,-1.803665,0.779092,-176.3600629,-62.17442879,157.8597112,-0.002122625,-0.112250745,0.19812572,-176.4697597,-62.13386421,3.66676247,4.64208198,-1.80187242,0.776833539,138.5487132,52.47353687,138.89043
1.40364E+12,4.641219,-1.800086,0.851183,-178.3888989,-63.21813799,159.3564478,0.001785901,-0.113382961,0.270891967,-178.5374836,-63.14924882,5.132310469,4.640119486,-1.798853216,0.84962446,138.4421918,53.86260459,138.4341513
1.40364E+12,4.636454,-1.798673,0.920787,-178.6754252,-63.89146212,159.5072957,0.005950019,-0.111883486,0.341397885,-178.8819642,-63.79225302,5.25284807,4.636763709,-1.79811143,0.920185507,137.8168624,54.4129925,137.7396827
1.40364E+12,4.632069,-1.798726,0.981839,-177.9324385,-64.75412831,158.688773,0.009172041,-0.109436548,0.403248229,-178.1925071,-64.63912298,4.427418817,4.633723733,-1.798667674,0.982090944,136.386717,54.75990542,136.3695041
1.40364E+12,4.630243,-1.800023,1.034793,-176.3332191,-66.84857048,156.5608438,0.012351825,-0.107773638,0.454838192,-176.7006925,-66.72917495,2.326675085,4.63090562,-1.798578912,1.033728633,132.9206027,55.67459933,132.7813086
1.40364E+12,4.626264,-1.800529,1.064615,-173.9613844,-69.17097115,154.0374285,0.015484362,-0.104900443,0.483624336,-174.396967,-69.07087112,-0.130026053,4.627271939,-1.799703803,1.062577222,128.7005032,56.50666094,128.9566273
1.40364E+12,4.625174,-1.800089,1.061938,-175.9213164,-70.30582157,155.773736,0.016100585,-0.104841444,0.479996024,-176.3644874,-70.20349523,1.642132574,4.626636094,-1.799508651,1.058957074,127.8249118,57.7417063,128.1486962
1.40364E+12,4.625575,-1.800157,1.027695,-178.5116953,-69.78964,158.3223498,0.015865489,-0.10533654,0.444783002,-178.8800702,-69.67644526,4.167362803,4.62653715,-1.799316971,1.023740447,129.5841443,58.12889672,129.8017866
1.40364E+12,4.625808,-1.801982,0.973576,-179.0553985,-68.72978887,158.7802665,0.015627398,-0.104468121,0.389936922,-179.2592108,-68.58994416,4.573983183,4.625564093,-1.800444441,0.968907197,131.3819899,57.59581869,131.3765359
1.40364E+12,4.62618,-1.80238,0.91293,179.4546126,-67.46148364,159.6671844,0.015304724,-0.104805746,0.32884451,179.3032959,-67.3053293,5.438249832,4.625091855,-1.800546242,0.90781491,133.8884661,57.24919905,133.0206057
1.40364E+12,4.625654,-1.801612,0.850895,179.5306235,-65.97986506,159.4921968,0.015414957,-0.104972049,0.267001551,179.5068109,-65.81893002,5.235873274,4.624143963,-1.80062036,0.845978938,135.9176999,56.25992984,134.7021936
1.40364E+12,4.62516,-1.80349,0.79536,-175.6971679,-64.84459318,155.2512756,0.014578375,-0.103964708,0.211757105,-175.7195848,-64.69694062,1.011279268,4.623645961,-1.802131838,0.790741896,135.0852668,54.01927891,134.1304542
1.40364E+12,4.625906,-1.805338,0.752092,-171.9236762,-64.18281802,152.1232272,0.013331476,-0.103023868,0.169212602,-171.8866458,-64.04777864,-2.101719836,4.623735946,-1.803703505,0.748197843,133.9239411,52.38073467,133.5436049
1.40364E+12,4.626396,-1.805835,0.724771,-172.1092326,-63.97592067,152.2108116,0.012637041,-0.102950765,0.142531857,-172.0566247,-63.82324202,-1.999961821,4.623935047,-1.804184662,0.721513042,134.267978,52.27217804,133.7649781
1.40364E+12,4.626216,-1.80592,0.718216,-174.7076679,-63.09651058,154.7185519,0.012561645,-0.103029375,0.136646357,-174.7152049,-62.92826319,0.482825472,4.623949341,-1.804171853,0.715626565,136.6871583,52.46816071,135.7869622
1.40364E+12,4.625038,-1.806422,0.739837,-176.212934,-61.92331188,156.4795921,0.013451874,-0.101460184,0.159342603,-176.1661559,-61.71246942,2.21531797,4.622809711,-1.805107642,0.738346601,138.8650424,52.07287994,137.9570607
1.40364E+12,4.623387,-1.809705,0.785906,-175.7253537,-62.02518692,156.5749247,0.013738898,-0.097443351,0.206603417,-175.6436216,-61.79705861,2.273038215,4.62153033,-1.808405234,0.785646611,138.4810894,51.96120683,138.1724681
1.40364E+12,4.62043,-1.811956,0.846423,-174.9575349,-63.47781003,155.9529651,0.015740973,-0.093807355,0.268225017,-174.8370797,-63.22865647,1.636845374,4.619078801,-1.810559932,0.847321546,136.4027107,52.72000383,136.6063626
1.40364E+12,4.616975,-1.811858,0.913432,-173.7466326,-65.57186397,154.6986696,0.019069814,-0.092134194,0.336416131,-173.6454785,-65.31199091,0.383883863,4.616368535,-1.810343562,0.915560218,133.3047928,53.8039295,133.9441094
1.40364E+12,4.614886,-1.81169,0.981173,-171.7923966,-68.40555333,152.6937532,0.021302629,-0.091173007,0.405186704,-171.7439206,-68.14603715,-1.593203572,4.614962222,-1.809951769,0.984358254,128.8384851,55.17056953,130.0780483
1.40364E+12,4.615098,-1.812599,1.047561,-170.5242733,-71.49549844,150.9549482,0.021210455,-0.091078787,0.467048266,-170.6092666,-71.27423609,-3.277125287,4.615924998,-1.809804711,1.04621229,124.1093594,56.89228503,125.535566
1.40364E+12,4.617286,-1.813203,1.091581,-171.1344799,-73.5075187,151.2797872,0.018619916,-0.091594816,0.510048227,-171.3089948,-73.28813761,-2.900440914,4.6191256,-1.810261157,1.089171824,121.3621913,58.28294108,122.9261215
1.40364E+12,4.61946,-1.813667,1.105571,-173.521358,-73.71052407,153.2848153,0.016281421,-0.091966221,0.522428822,-173.6705601,-73.49280062,-0.903005865,4.621581181,-1.810874592,1.101520082,121.7809701,58.9537242,123.0180231
1.40364E+12,4.620037,-1.813599,1.087854,-176.624581,-72.59753907,155.8387421,0.016421297,-0.092417924,0.503380987,-176.6394649,-72.36153145,1.583859817,4.621365334,-1.810490229,1.082471478,124.5470334,59.05168332,125.0377929
1.40364E+12,4.619562,-1.8133,1.04451,-178.0130088,-71.31123304,157.078747,0.016900595,-0.093138272,0.459893607,-177.8504257,-71.05350884,2.755908937,4.620594708,-1.809824927,1.038987408,127.0545312,58.63638604,127.2059235
1.40364E+12,4.619816,-1.810968,0.988197,-178.8675748,-70.04175872,157.7262658,0.017851554,-0.09534058,0.403446314,-178.6630346,-69.77463964,3.408408358,4.619841006,-1.807675568,0.982535095,129.3500255,58.12498669,129.0476026
1.40364E+12,4.62273,-1.807152,0.935445,179.9885061,-68.58492938,158.5206458,0.01723489,-0.100920753,0.350254644,-179.8424099,-68.32850026,4.221012432,4.622000493,-1.803133323,0.92928496,132.0121237,57.61068495,131.013157
1.40364E+12,4.627129,-1.803074,0.89271,-179.7421429,-67.370209,158.8444866,0.012427685,-0.105402056,0.307925026,-179.6036703,-67.13974829,4.563887267,4.627635123,-1.80133384,0.886858545,133.6496711,56.81376989,132.9536997
1.40364E+12,4.633598,-1.804181,0.857416,-177.2440761,-66.00499174,157.5044145,0.006682967,-0.107358126,0.272973057,-177.0056099,-65.77548914,3.229418699,4.633143089,-1.802185165,0.851824195,134.3320278,55.14301817,134.5668931
1.40364E+12,4.639941,-1.806586,0.829457,-175.2080575,-64.13140114,156.2095251,-0.001095088,-0.10828562,0.245889642,-175.0942915,-63.93543201,1.950822254,4.640163417,-1.804803389,0.824644613,135.6994352,53.29756397,136.1282479
1.40364E+12,4.64599,-1.808673,0.812211,-175.1803677,-62.78204488,156.2269685,-0.007658411,-0.108476646,0.229662236,-175.1134953,-62.58586263,1.959309288,4.645932125,-1.807518004,0.808341385,137.2942083,52.35259069,137.3903631
1.40364E+12,4.654062,-1.812556,0.804173,-174.0951279,-62.0187501,155.9139276,-0.016818536,-0.108339785,0.222758227,-174.0361766,-61.81956028,1.633501958,4.654044309,-1.81160196,0.801333835,137.5707731,51.45233406,138.2352353
1.40364E+12,4.662936,-1.817468,0.802548,-173.0644756,-61.43375322,156.1573395,-0.027366184,-0.107630656,0.222042807,-172.9693528,-61.23050548,1.897951055,4.66325629,-1.816770945,0.800504029,137.6161706,50.6746133,139.4727812
1.40364E+12,4.669922,-1.819914,0.805982,-173.4065946,-60.64796133,156.7128743,-0.035272987,-0.108247444,0.226070181,-173.2391335,-60.44680266,2.495372598,4.670722279,-1.819588414,0.804433224,138.5949421,50.18195801,140.5890896
1.40364E+12,4.676685,-1.822789,0.811489,-174.4325145,-59.13505592,157.459919,-0.043042171,-0.108178726,0.232151068,-174.2511103,-58.96655719,3.250602002,4.677800471,-1.822957023,0.810424368,140.7075123,49.41236578,142.0840622
1.40364E+12,4.685389,-1.825371,0.812511,-175.990162,-55.54877134,158.8890996,-0.052157521,-0.108819728,0.233973509,-175.7950374,-55.377855,4.695407815,4.686335634,-1.826280813,0.812134687,145.1491285,47.20821415,145.549
1.40364E+12,4.695347,-1.82841,0.807821,-176.1693385,-49.36652559,159.1600027,-0.062678521,-0.109826397,0.23012527,-175.957798,-49.12951514,4.980899787,4.696212918,-1.829902283,0.808154992,150.590919,42.29313926,149.5417255
1.40364E+12,4.705422,-1.830383,0.801288,-176.5670261,-42.43062937,159.1873045,-0.072558974,-0.11208371,0.224653026,-176.3916709,-42.15079555,4.959686946,4.706023942,-1.83212639,0.802545944,155.9569407,36.66407931,152.6270022
1.40364E+12,4.710629,-1.830642,0.798624,-176.6607096,-38.32009589,158.5993627,-0.077322723,-0.113765825,0.22275994,-176.5291499,-38.05634555,4.303842055,4.711019989,-1.8326591,0.800580666,158.6830092,33.23092012,153.4450016
1.40364E+12,4.710397,-1.831175,0.801795,-176.4162024,-38.15643383,157.9417282,-0.077565786,-0.112920024,0.226570516,-176.2649574,-37.89471033,3.639194688,4.710933403,-1.833510639,0.804396729,158.5683045,32.98543127,152.8802644
1.40364E+12,4.709648,-1.832034,0.807273,-176.258246,-39.95492704,157.7039884,-0.07788729,-0.111700849,0.232088239,-176.0577353,-39.71983892,3.393799083,4.710782901,-1.834725594,0.80992269,157.269992,34.46574572,152.0438268
1.40364E+12,4.711315,-1.834023,0.810403,-175.9287465,-41.20962884,157.552189,-0.08086829,-0.110504507,0.235401546,-175.7139485,-40.98500241,3.264898909,4.713011505,-1.83707062,0.813213552,156.1901854,35.40687118,151.519137
1.40364E+12,4.715379,-1.838091,0.811265,-175.5558328,-41.22447845,157.2150627,-0.086774776,-0.108696214,0.236356768,-175.318755,-41.0005376,2.91305228,4.717584898,-1.8412339,0.814119158,155.8691098,35.26330478,151.2408267
1.40364E+12,4.720415,-1.845379,0.811443,-175.157325,-40.82788497,156.6670283,-0.094625547,-0.104147021,0.236478942,-174.9228737,-40.60667887,2.340001137,4.72272635,-1.848710797,0.814197723,155.809036,34.77086056,150.8920016
1.40364E+12,4.724852,-1.854292,0.813279,-175.2832939,-41.63860735,156.3625921,-0.102554565,-0.097479755,0.23819356,-175.0883556,-41.43714541,2.030178083,4.727053648,-1.858127478,0.815889555,155.4065568,35.54350979,150.2418
1.40364E+12,4.728853,-1.86224,0.818404,-175.5380132,-42.82339332,155.8265403,-0.109783096,-0.091551642,0.243266175,-175.3503351,-42.62577882,1.466524936,4.731115239,-1.866561217,0.820939421,154.8301528,36.65428424,149.1631079
1.40364E+12,4.734126,-1.868862,0.822925,-175.6427211,-42.80014443,155.5527857,-0.117221958,-0.087492622,0.248049107,-175.4436247,-42.58015392,1.208213847,4.736164209,-1.873398157,0.825677869,154.9328892,36.65241784,148.9029785
1.40364E+12,4.740004,-1.875939,0.82397,-175.9957834,-41.92589923,156.3193937,-0.125733116,-0.083529086,0.249100191,-175.7799135,-41.71867832,1.998124536,4.742167153,-1.880625292,0.826671546,155.7644835,36.05596101,149.9601711
1.40364E+12,4.743247,-1.881388,0.824723,-176.8144128,-41.68248403,157.1988912,-0.130791009,-0.079833953,0.249791378,-176.5942201,-41.47490037,2.888077522,4.745160833,-1.886129996,0.827342473,156.5634834,36.1727547,150.7804472
1.40364E+12,4.742862,-1.886539,0.826252,-176.6089245,-42.39288526,157.3272949,-0.132589331,-0.075101016,0.251039225,-176.3694606,-42.20437231,3.034442485,4.744773552,-1.891171212,0.828618375,155.9038614,36.70054009,150.6849621
1.40364E+12,4.741739,-1.890381,0.827601,-175.8283481,-42.93755604,157.1690944,-0.13306948,-0.071318039,0.252286442,-175.5889705,-42.74171665,2.878801579,4.743603137,-1.894788813,0.82989904,154.9376744,36.84609789,150.4779343
1.40364E+12,4.741238,-1.893742,0.826631,-175.5081097,-43.04652786,157.3220184,-0.133665554,-0.068103786,0.251301772,-175.2888352,-42.84332648,3.041129677,4.742748181,-1.897952236,0.828940864,154.6373184,36.81392294,150.6641118
1.40364E+12,4.73959,-1.894877,0.82508,-175.6079398,-42.99946206,157.5976891,-0.132663151,-0.066762671,0.249466373,-175.4111536,-42.79767824,3.318366358,4.741240255,-1.898741632,0.827131139,154.7625031,36.82342155,150.9332294
1.40364E+12,4.737931,-1.895325,0.823873,-175.4603063,-43.0455001,157.639505,-0.131099743,-0.066020981,0.248294733,-175.282733,-42.83091427,3.358295136,4.739492605,-1.898745975,0.825985369,154.640899,36.80104399,150.9875715
1.40364E+12,4.737248,-1.893592,0.822996,-175.4042625,-43.06873518,157.6026642,-0.129398331,-0.067712279,0.247587827,-175.2626376,-42.84030907,3.331078744,4.738670804,-1.896491403,0.825280696,154.6190735,36.8010893,150.9609436
1.40364E+12,4.738301,-1.885534,0.822109,-175.4220574,-43.0321092,157.5044763,-0.126563446,-0.076036047,0.246712511,-175.3294727,-42.80617525,3.258752393,4.739667609,-1.887760313,0.824352096,154.6936025,36.79850497,150.8878312
1.40364E+12,4.74138,-1.867927,0.821015,-175.6293559,-42.57986378,157.4676112,-0.121226396,-0.094395547,0.245737589,-175.5508596,-42.34827903,3.220927334,4.742707586,-1.868891094,0.823248957,155.1703403,36.49859616,150.9847874
1.40364E+12,4.745099,-1.840456,0.820367,-175.7796281,-42.28541234,157.0924167,-0.112333043,-0.12193829,0.245363053,-175.7125407,-42.04888754,2.849305395,4.746483374,-1.840198444,0.822692179,155.494466,36.30905289,150.6969238
1.40364E+12,4.747895,-1.803632,0.82097,-175.8753377,-42.83331064,156.2413386,-0.098868126,-0.157345434,0.246225618,-175.8298432,-42.60182394,2.027734609,4.74952175,-1.802435267,0.823343774,155.2181559,36.82287217,149.6317546
1.40364E+12,4.751038,-1.759941,0.821148,-175.8655259,-43.45996463,155.2581603,-0.08304444,-0.199252404,0.246576341,-175.8120826,-43.23537654,1.034527533,4.753210023,-1.757791198,0.823443574,154.7774204,37.35007967,148.3848661
1.40364E+12,4.755027,-1.711273,0.820099,-175.9444596,-43.21182813,154.2291719,-0.066158519,-0.245975573,0.246052845,-175.8741562,-42.97959509,-0.016829882,4.757991691,-1.70834487,0.822631693,154.9985377,37.15902403,147.4249447
1.40364E+12,4.759706,-1.659178,0.820056,-176.7378833,-42.53661947,153.9909515,-0.048298834,-0.295897748,0.246738671,-176.6412752,-42.28172765,-0.271199888,4.76328398,-1.655585862,0.823007132,156.0642776,36.87365856,147.2926491
1.40364E+12,4.764162,-1.607141,0.8211,-176.8958304,-42.65987082,153.5412816,-0.029727755,-0.345895198,0.248134493,-176.732072,-42.37877959,-0.75604682,4.767976575,-1.602450528,0.824099919,156.0699544,36.99157419,146.7500704
1.40364E+12,4.768686,-1.555486,0.821552,-177.3149812,-43.5530646,153.1198261,-0.012351746,-0.395545731,0.248729247,-177.1496604,-43.27687382,-1.202566175,4.773587858,-1.550144801,0.824381522,155.7829648,37.91269174,145.8451422
1.40364E+12,4.773971,-1.509746,0.818784,-177.4005092,-43.70854663,152.4976397,0.002113932,-0.439488979,0.245543204,-177.1964991,-43.43818222,-1.851586991,4.779323533,-1.504259575,0.820908228,155.7077601,38.06653319,145.1176743
1.40364E+12,4.779644,-1.472533,0.814019,-177.5028453,-42.80508255,151.7339374,0.012475188,-0.474946728,0.240472496,-177.2774652,-42.5382906,-2.6204101,4.785098653,-1.467808325,0.815590897,156.3876324,37.34266126,144.7094578
1.40364E+12,4.784546,-1.441223,0.810648,-178.3901705,-42.4893371,151.5651571,0.020934435,-0.503649137,0.236430394,-178.1240902,-42.22885164,-2.80855369,4.78970941,-1.43827053,0.811349982,157.2602931,37.42000147,144.4804182
1.40364E+12,4.785136,-1.419726,0.807312,-177.6972499,-43.47388631,150.7070114,0.028775464,-0.521735591,0.232619839,-177.4253223,-43.23231005,-3.693522936,4.790328471,-1.41858611,0.807443293,156.0273155,37.98456873,143.3155551
1.40364E+12,4.786221,-1.406614,0.80276,-176.9954072,-44.65146497,150.1961656,0.032328022,-0.532860965,0.227801291,-176.7606475,-44.42707994,-4.232396856,4.791820122,-1.407033805,0.802551234,154.6817925,38.72217779,142.4020565
1.40364E+12,4.787398,-1.401056,0.798142,-176.0753067,-45.18376802,149.5550815,0.033299612,-0.537349127,0.222816206,-175.7966305,-44.96175237,-4.88619817,4.79279355,-1.402584798,0.797531528,153.5707469,38.79168848,141.7307405
